metric,type,start_time,end_time,value,opt
Coulomb charge,int,1696002439635,1696002531164,1860,
Coulomb charge,int,1696002531164,1696002561373,1856,
Coulomb charge,int,1696002561373,1696002564713,1852,
Coulomb charge,int,1696002564713,1696002615382,1844,
Coulomb charge,int,1696002615382,1696002629459,1840,
