start_time,end_time,Duration (mS),Voltage (mV),Remaining_charge (mAh),Intensity (mA),Power (W),Consumed charge(mAh),Energy (J),Top app,Screen(ON/OFF),GPS(ON/OFF),Mobile_Radio(ON/OFF),WiFi(ON/OFF),Wifi radio,Camera(ON/OFF),Video (ON/OFF),Audio(ON/OFF),Wakelock_in (Service)
1696420486455,1696420500021,13566,3952,2873,158.751158,0.627385,0.598227,8.511099,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420500021,1696420500023,2,3952,2873,158.751158,0.627385,0.000088,0.001255,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*alarm*:TIME_TICK' 'screen']
1696420500023,1696420500943,920,3952,2873,158.751158,0.627385,0.040570,0.577194,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420500943,1696420500945,2,3952,2873,158.751158,0.627385,0.000088,0.001255,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*telephony-sem-radio*' 'screen']
1696420500945,1696420500946,1,3952,2873,158.751158,0.627385,0.000044,0.000627,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*telephony-sem-radio*' 'screen']
1696420500946,1696420500951,5,3952,2873,158.751158,0.627385,0.000220,0.003137,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*telephony-sem-radio*' 'screen']
1696420500951,1696420500953,2,3952,2873,158.751158,0.627385,0.000088,0.001255,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*telephony-sem-radio*' 'screen']
1696420500953,1696420500956,3,3952,2873,158.751158,0.627385,0.000132,0.001882,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420500956,1696420500957,1,3952,2873,158.751158,0.627385,0.000044,0.000627,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*telephony-sem-radio*' 'screen']
1696420500957,1696420518108,17151,3952,2873,158.751158,0.627385,0.756317,10.760273,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420518108,1696420518252,144,3952,2873,158.751158,0.627385,0.006350,0.090343,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*launch*' 'screen']
1696420518252,1696420519841,1589,3952,2873,158.751158,0.627385,0.070071,0.996914,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420519841,1696420519859,18,3952,2873,158.751158,0.627385,0.000794,0.011293,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*walarm*:com.google.android.gms.gcm.HEARTBEAT_ALARM' 'screen']
1696420519859,1696420519866,7,3952,2873,158.751158,0.627385,0.000309,0.004392,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*walarm*:com.google.android.gms.gcm.HEARTBEAT_ALARM' 'GCM_WORK' 'screen']
1696420519866,1696420519874,8,3952,2873,158.751158,0.627385,0.000353,0.005019,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,"['*walarm*:com.google.android.gms.gcm.HEARTBEAT_ALARM' 'GCM_HB_ALARM'
 'GCM_WORK' 'screen']"
1696420519874,1696420519885,11,3952,2873,158.751158,0.627385,0.000485,0.006901,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['GCM_HB_ALARM' 'GCM_WORK' 'screen']
1696420519885,1696420519888,3,3952,2873,158.751158,0.627385,0.000132,0.001882,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['GCM_WORK' 'screen']
1696420519888,1696420519953,65,3952,2873,158.751158,0.627385,0.002866,0.040780,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420519953,1696420519955,2,3952,2873,158.751158,0.627385,0.000088,0.001255,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['GCM_READ' 'screen']
1696420519955,1696420519957,2,3952,2873,158.751158,0.627385,0.000088,0.001255,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['GCM_READ' 'GCM_WORK' 'screen']
1696420519957,1696420519989,32,3952,2873,158.751158,0.627385,0.001411,0.020076,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['GCM_WORK' 'screen']
1696420519989,1696420533178,13189,3952,2873,158.751158,0.627385,0.581603,8.274575,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420533178,1696420533374,196,3952,2873,158.751158,0.627385,0.008643,0.122967,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*launch*' 'screen']
1696420533374,1696420534579,1205,3952,2873,158.751158,0.627385,0.053138,0.755998,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420534579,1696420534585,6,3952,2873,158.751158,0.627385,0.000265,0.003764,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*alarm*:DetectMovementSPListener' 'screen']
1696420534585,1696420539391,4806,3952,2873,158.751158,0.627385,0.211933,3.015210,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420539391,1696420539510,119,3952,2873,158.751158,0.627385,0.005248,0.074659,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['*launch*' 'screen']
1696420539510,1696420541745,2235,3952,2873,158.751158,0.627385,0.098558,1.402205,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
1696420541745,1696420552338,10593,3931,2873,158.751158,0.624051,0.467125,6.610570,['com.example.robotinteractionOttimizzataParz'],True,False,False,True,True,False,False,False,['screen']
