start_time,end_time,Duration (mS),Voltage (mV),Remaining_charge (mAh),Intensity (mA),Power (W),Consumed charge(mAh),Energy (J),Top app,Screen(ON/OFF),GPS(ON/OFF),Mobile_Radio(ON/OFF),WiFi(ON/OFF),Wifi radio,Camera(ON/OFF),Video (ON/OFF),Audio(ON/OFF),Wakelock_in (Service)
1695910747253,1695910747256,3,3766,1072,239.063667,0.900314,0.000199,0.002701,['com.sec.android.app.launcher'],True,False,False,True,True,False,False,False,['GCM_WORK' 'screen']
1695910747256,1695910748773,1517,3766,1072,239.063667,0.900314,0.100739,1.365776,['com.sec.android.app.launcher'],True,False,False,True,True,False,False,False,['screen']
1695910748773,1695910748788,15,3766,1072,239.063667,0.900314,0.000996,0.013505,['com.sec.android.app.launcher'],True,False,False,True,True,False,False,False,['*launch*' 'screen']
1695910748788,1695910749137,349,3766,1072,239.063667,0.900314,0.023176,0.314210,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['*launch*' 'screen']
1695910749137,1695910771746,22609,3766,1072,239.063667,0.900314,1.501386,20.355194,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['screen']
1695910771746,1695910771884,138,3766,1072,239.063667,0.900314,0.009164,0.124243,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['*launch*' 'screen']
1695910771884,1695910772346,462,3766,1072,239.063667,0.900314,0.030680,0.415945,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['screen']
1695910772346,1695910779244,6898,3728,1072,239.063667,0.891229,0.458073,6.147700,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['screen']
1695910779244,1695910779252,8,3728,1072,239.063667,0.891229,0.000531,0.007130,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['*alarm*:DetectMovementSPListener' 'screen']
1695910779252,1695910782232,2980,3728,1072,239.063667,0.891229,0.197892,2.655863,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['screen']
1695910782232,1695910783417,1185,3728,1072,239.063667,0.891229,0.078692,1.056107,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['*launch*' 'screen']
1695910783417,1695910787101,3684,3728,1072,239.063667,0.891229,0.244642,3.283289,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['screen']
1695910787101,1695910787106,5,3728,1072,239.063667,0.891229,0.000332,0.004456,['com.example.robotinteraction'],True,False,False,True,True,False,False,False,['*launch*' 'screen']
1695910787106,1695910787182,76,3728,1072,239.063667,0.891229,0.005047,0.067733,['com.sec.android.app.launcher'],True,False,False,True,True,False,False,False,['*launch*' 'screen']
